epoch,loss,val_loss
14,0.2575157735490561,175.85108185633936
15,0.2527740012649788,177.92208010041497
16,0.24671365848173715,172.8439749483135
17,0.23984552059204825,177.98514505257285
18,0.23930930137361545,165.82439325088845
19,0.23113101053852805,162.54564683957207
20,0.2301463953927531,163.5265926438935
21,0.22919882168860087,158.25517268032317
22,0.2200943208710227,154.85521308743225
23,0.22101617993759037,153.98626174680913
24,0.22190762867224395,155.3060788032704
25,0.21568142306896396,153.28708641306287
26,0.21176600283919872,150.4918965176788
27,0.21210410030939914,147.4792338861943
28,0.20843664743626078,150.7949761739991
29,0.2125746019575094,148.2676054138118
30,0.20780026150895237,145.64646790337486
31,0.2021724729676314,148.55727885540267
32,0.20312823916160921,144.33868268890873
33,0.19942052146968448,141.27341666872084
34,0.19918506861836363,143.2538115996167
35,0.19715277832342365,139.52651618605142
36,0.19279081372237344,142.09977345205402
37,0.19353578292676396,136.75346574465775
38,0.189744745088298,138.51842520905362
39,0.19310461792369651,142.83481290593951
40,0.19396408884700841,135.87101170327816
41,0.19006537376421065,135.70192817663403
42,0.18812588543418837,135.18640203916425
43,0.18701674064587237,139.35897555079802
44,0.1863188120426483,135.72732204679005
45,0.18801302411678725,134.63488495823648
46,0.18259359189555568,138.0700792912894
47,0.18465497473350875,130.53249995869803
48,0.1857198048847884,129.58608315505737
49,0.1824455463673033,132.4807198562376
50,0.18274141668331206,131.63189939832841
51,0.18001331712821259,130.99124124201234
52,0.18107844469836368,129.6488051204497
0,0.573037579000787,377.4864260041496
1,0.43457749765211867,328.70562809699334
2,0.39575684128659677,324.0669427824584
3,0.3832682564385099,303.7723979519722
4,0.3591232882815708,286.376015504372
5,0.33997820375199933,273.40885902347424
6,0.32973017877780186,266.22379405413994
7,0.31401632416678305,248.24283225349402
8,0.3023056053675427,237.08035883099384
9,0.29074106456875604,225.36900813085308
10,0.28244711763254843,220.21526234234443
11,0.27418235161188825,209.26512524597626
12,0.26542474957457923,202.11618933590603
13,0.25757481794724024,198.7468062911971
14,0.2506931166027118,195.0607342172002
15,0.24326864950000548,192.09660462278043
16,0.24056426042792808,184.76405894180118
17,0.23326279412009823,180.6396147239349
18,0.23045175546968655,176.06743037534196
19,0.2289640638656037,177.00157152415602
20,0.22356848131438986,171.64022342014005
21,0.22155504180411892,169.781703649863
22,0.22230983513467645,167.22435701495212
23,0.21476791319661276,164.12174489546794
24,0.21011696705535968,162.55019828558736
25,0.20853314120600472,159.22944648488635
26,0.21145138747149933,158.5798248471302
27,0.21250294930120903,156.65963481243392
28,0.2080972454051918,162.0596385345295
29,0.20742749453987153,152.30187652292875
30,0.20417581810299337,154.8392170169556
31,0.20206974886950865,153.63521539870445
32,0.2009863502579196,153.4784857548141
33,0.1997482653948205,156.29351390342836
34,0.20217346308280282,152.7046581231434
0,0.5701356213261605,361.4586443875453
1,0.43294979071163414,301.2340416011954
2,0.3966423323275439,296.56198241400796
3,0.3788203120731688,275.8932418085707
4,0.35373280437806887,263.57130459991356
5,0.33865820205611685,250.78739219526216
6,0.32565035355561883,242.90608705383366
7,0.3111585289063033,233.20694150013006
8,0.3024858428347884,223.27714548408025
9,0.28757729065279203,214.8377031926566
10,0.27961970147653326,212.89568223144008
11,0.2750386556209122,202.57969680278052
12,0.2655004187854297,196.30634103809854
13,0.25882787945167113,193.21850526934665
14,0.2577045951636993,191.72416451000373
15,0.2478847041777948,186.77388787192766
16,0.23986753285638585,175.81374069853064
17,0.23919680882005181,177.79179275791319
18,0.235970812025479,173.60924779971867
19,0.2300036285451421,167.2914526393411
20,0.2251560595904193,165.68754539940463
21,0.22108835500272622,165.19357689878996
22,0.21967602627138821,166.72381613103454
23,0.21630083184276888,161.12819495441835
24,0.21369931550327928,162.29908691799602
25,0.2124221351997043,157.32446341509467
26,0.20953811949348802,160.47604929005166
27,0.2084772116522714,155.56171386915426
28,0.2081799263148701,154.9319472430728
29,0.2028534101950798,151.43474237132662
30,0.20309509629361197,150.17819217145123
31,0.20162978197244236,150.07715822213703
32,0.19650194047052044,146.49869225130175
33,0.19213285858350124,144.7989455406443
34,0.1968068815561948,146.88692257202018
35,0.1933381549231914,141.62564549102947
36,0.19253537836361692,144.18534206959922
37,0.19564711211806846,140.12502160159397
38,0.19028346270402077,143.54969717122046
39,0.1903433426437091,140.05641592253164
40,0.18740954461860246,137.18585403393215
41,0.1871043925749297,138.70189949469972
42,0.18381527246740031,137.5217611638611
43,0.18501489594691561,142.2903052144609
44,0.18367358208836917,140.58993610582854
45,0.18240857619509415,134.9222477668082
46,0.17874230533161362,144.58822161452215
47,0.18103108974183194,135.71458538313559
48,0.18248311823707722,139.73762718716958
49,0.1811162105807015,141.76908587692375
50,0.17830399340748518,135.05561887616116
