epoch,loss,val_loss
0,0.5928641018022989,360.9112096145253
1,0.4517635617640076,306.20234514640043
2,0.41169252297381853,300.7277721237035
3,0.3947984981766405,274.62987361789135
4,0.3702818947263658,257.1685306372883
5,0.3514384500653977,243.84923382194674
6,0.3388030030782375,231.42125120890256
7,0.3291180504362209,231.19106244375064
8,0.3147380639007926,214.4486904779387
9,0.30626745388334303,209.19495643427243
10,0.2931894457635363,199.93169664491515
11,0.2825303103048015,194.42569177875458
12,0.28656123593052313,194.53463486160294
13,0.2736799871195084,187.5409542784399
14,0.26459733048360123,181.54319895939975
15,0.26130404352347225,179.6258837641502
16,0.2541274668816737,171.41251669944165
17,0.24381537577180706,168.41265593794054
18,0.24273275117651164,166.05776648926044
19,0.24131175144163675,160.96065008243352
20,0.2356945434415739,157.7125137771623
21,0.23071984461793646,157.58193865652115
22,0.2279181402149818,152.82835185771086
23,0.22436815856235087,154.124997566133
24,0.225524012145984,156.1594915338797
25,0.21903797668506167,150.94252487821814
26,0.2178169196496008,149.33360287249408
27,0.2151067453013655,148.63895869434327
28,0.21645038532052965,144.94398731268566
29,0.2155022364782924,143.28770821281458
30,0.21182628032695022,145.0904447676416
31,0.20736782631465958,142.85501827153945
32,0.20810516159689835,144.16861688796226
33,0.20591969367146643,143.58758321202788
34,0.19924283390876554,138.02936190923737
35,0.20159382681144378,139.7645227614586
36,0.2027871500396446,137.23841575188231
37,0.19940645203870885,135.25070602630058
38,0.1946538283481368,139.3703425127761
39,0.19711349876790646,138.0798527095807
40,0.1958116712084121,135.05519939057936
41,0.1959932308156915,133.21946887580717
42,0.19440144633734777,132.45684922624991
43,0.19457047885119083,130.09778473687095
44,0.19120711621040518,132.95023524594743
45,0.19394563157087757,129.83399664267304
46,0.1900429469590413,128.99116725901143
47,0.19021761811200816,128.41806830909147
48,0.18791750088252104,128.27569123625628
49,0.1864079301810295,130.02738883800077
50,0.18361984643891258,129.71736224509465
51,0.18248900857533734,128.13996545482271
0,0.5983590198133478,356.6425400353912
1,0.4566497827906108,289.7150410489288
2,0.4158068089970686,285.2824780784795
3,0.3994580456808802,269.0671753683613
4,0.3719427997812591,253.11609268598218
5,0.35326065722408184,240.84183589882036
6,0.337215641953499,237.78495232964175
7,0.3287855180944052,242.0557419134646
8,0.3154209302856597,218.3569593419322
9,0.306432100787292,206.09377530566093
10,0.29412945498105936,204.0785641286094
11,0.28853113252186957,195.14086769833344
12,0.28490131008963177,185.5623818140409
13,0.2728899036306229,178.6231462456102
14,0.2674520273931848,176.4870367818437
15,0.25723141142238914,172.00757720980044
16,0.2516098208126126,174.28488344383035
17,0.250328001997589,168.2888164417828
18,0.24586149657130948,163.8013800468404
19,0.23967694202209305,159.0267221715089
20,0.23464749953145703,155.6901906276748
21,0.2345643199469254,157.67389432290443
22,0.22852581861814536,153.1668028539541
23,0.2239197179656176,150.91784420484632
24,0.22341473924530753,151.10181404875888
25,0.22152309658149358,150.1132399316249
26,0.21631352668730613,149.85583710798517
27,0.2194322234841346,152.8680729522869
28,0.21786300588168905,148.15026394918834
29,0.21576485374057627,146.6270141765459
30,0.20960541960927614,146.27229553288214
31,0.21411204588844754,142.84014971248573
32,0.2086375023441028,140.21991204447187
33,0.20375077484158213,139.8289910632993
34,0.20506167213079993,141.76587967918715
35,0.20442200132868837,137.5083318232978
36,0.20511212738058912,141.8181117105945
37,0.20067295398023752,141.15911563664324
38,0.20116540124351245,146.49896222205732
39,0.19889033764954042,130.20869721147352
40,0.19600716379930871,131.74276762899856
41,0.19690354364615795,131.1902684130807
42,0.19534550482607513,129.57707384808106
43,0.19656320500118968,138.26642368533814
44,0.19503938559376516,127.04934487511854
45,0.19223565895939965,129.90360927889094
46,0.18863824455289896,133.28657775944464
47,0.190248129477726,130.28653753917789
48,0.19097403230919968,126.88665738705022
49,0.18519779950203683,127.53783117636446
0,0.6025468477865022,333.34909686980774
1,0.46096057387788714,274.0249606746096
2,0.4177550813102682,272.3714308856509
3,0.4039660270345279,253.5258253939554
4,0.37741686881606445,240.16804302801506
5,0.3602508310744613,231.18293775318773
6,0.343284850724508,217.39880911953082
7,0.32425044420120863,206.40805956782128
8,0.31511809798627116,198.42525710813726
9,0.30506264728922244,199.489925282086
10,0.2942622724041616,187.18532625356116
11,0.283972537187039,185.54398623752286
12,0.27601916984669295,176.89032979733705
13,0.2707436466308779,173.20022948497603
14,0.26387346842395537,169.24523843832867
15,0.26160352356808864,172.01312373865048
16,0.2527450794927837,167.43891279833144
17,0.24591693650964894,159.2688783180573
18,0.24342303081087088,160.1787871658866
19,0.23958451924647256,153.4201941812845
20,0.23798852873368778,153.56563836086448
21,0.24025502260566237,149.3209768309629
22,0.22961353778135365,149.6417540356629
23,0.22846444628483983,146.69198713292369
24,0.2253510531885524,145.0286648726745
25,0.22292222573979353,144.81867998166192
26,0.22053929544151168,150.42171490563743
27,0.2206720865849777,145.54240350282794
28,0.21671193177102363,141.34831326297223
29,0.2155250107628772,139.0808772938336
30,0.21574422595824166,137.98932219934514
31,0.20954821252971165,137.4701754511619
32,0.21072538601065297,134.0689387664631
33,0.2089526041000673,136.34299110879704
34,0.21233008882365045,133.50233426693302
35,0.207166792294307,134.48281984913106
36,0.2029239730903576,128.70194201771605
37,0.20563180850523824,132.52554110681717
38,0.19907519003584895,129.93110014262953
39,0.20005863840233643,132.02415472864465
40,0.20074653085427221,128.13982489695482
41,0.19810705201399118,125.91016286323458
42,0.19716505841875337,127.14562923542027
43,0.1923721453452598,126.19056960617048
44,0.19416890346926022,136.98689551102487
45,0.19513063035055528,128.66070323907215
46,0.1914873305482752,125.43497542433529
0,0.5881202739234177,339.7455175873032
1,0.44621101102346983,291.6248323336068
2,0.409181828004697,287.151753754416
3,0.3955231283585264,273.510787718022
4,0.3732878324109286,258.8643507419672
5,0.3541235664422421,248.054755189365
6,0.3367086338210919,234.65356455146306
7,0.3222427351676089,222.00454639799486
8,0.3069143079766715,215.4668549927938
9,0.2976616900879115,203.88174287691535
10,0.28814896286624836,196.38070816384223
11,0.28049871540580334,194.75462038099573
12,0.27064731292513367,183.4171948622428
13,0.26704809491750403,181.61787596476194
